-0.6654923	0.601378
-0.6438439	0.5711222
0.029737461	0.018375348
-0.6545263	0.6093137
-0.5899281	0.59680134
-0.5595055	0.54111964
-0.5932771	0.5334224
-0.3851669	0.3091486
-0.5045926	0.51462483
-0.39585856	0.4046242
-0.38722742	0.33957922
-0.6560893	0.5753936
-0.500429	0.53736174
0.00021251291	-0.013650347
-0.6114614	0.50497735
-0.6067165	0.5785777
-0.586945	0.56899005
-0.57137775	0.5302792
-0.52169883	0.4380784
-0.28373155	0.2788333
-0.6122433	0.6053137
-0.6157318	0.56020665
-0.6263627	0.5590336
-0.58688176	0.57410806
-0.47860026	0.51523256
0.024402354	-0.034139894
-0.5329612	0.44331384
-0.021469845	0.01974659
-0.54718655	0.46575558
-0.6216215	0.57409716
-0.10439745	0.16689393
-0.5337321	0.50749797
-0.1539794	0.12702529
-0.3829375	0.29133156
-0.539369	0.4746424
-0.45356834	0.48096874
-0.5942988	0.53410804
-0.5101365	0.4074733
-0.41815647	0.34666777
-0.3790461	0.32032955
-0.51050144	0.46020818
-0.39061543	0.4067897
0.04651818	0.034039248
-0.46817857	0.38628924
-0.31192222	0.3013428
-0.54568785	0.4592688
-0.60526764	0.54766303
-0.440031	0.4552196
-0.5463156	0.5684151
-0.25468567	0.21775092
-0.031374596	-0.03324548
-0.19211517	0.1893531
-0.38912192	0.26677027
-0.34072915	0.29711017
-0.47823003	0.52894497
-0.022126377	0.04147109
-0.043288052	-0.0010391362
-0.4246258	0.40871584
-0.48791787	0.43295178
-0.4104239	0.34195364
-0.47565132	0.46631286
-0.4865797	0.4409874
-0.6147608	0.5551804
-0.31217057	0.31326342
-0.2679092	0.21712796
-0.032056272	0.0038101785
-0.54830194	0.4860288
-0.32955435	0.3540506
-0.4473359	0.4020816
-0.5467067	0.48374864
-0.22655599	0.26242486
-0.3579986	0.30143473
-0.35162592	0.4137726
-0.21163684	0.18291472
-0.49929488	0.48521143
-0.029902363	0.007088937
-0.55711865	0.5881656
-0.38225406	0.34806973
-0.395837	0.41502863
-0.4428052	0.38676015
0.042883348	-0.017504644
-0.32713377	0.23875779
-0.16501594	0.06964114
-0.31477076	0.2490037
-0.3825398	0.2898862
-0.3639843	0.38370365
-0.5026998	0.44680107
-0.40809458	0.36331424
